,Driver,Name,URL,Year,Race_Result,DNG_Reason
0,Sébastien Loeb,EKO Acropolis Rally Greece,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424301/,2022,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Alternator belt                            </div>"
8,Sébastien Loeb,Safari Rally Kenya,/entryinfo/73362-safari-rally-kenya-2022/3373957/,2022,8,Null
27,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/73360-vodafone-rally-de-portugal-2022/3344640/,2022,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
38,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/72281-rallye-automobile-monte-carlo-2022/3165130/,2022,1,Null
55,Sébastien Loeb,Rally Turkey Marmaris,/entryinfo/60436-rally-turkey-marmaris-2020/2777494/,2020,3,Null
67,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465689/,2020,6,Null
83,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/54472-rallyracc-catalunya-costa-daurada-2019/2386041/,2019,4,Null
100,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/54466-vodafone-rally-de-portugal-2019/2280559/,2019,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Rear suspension                            </div>"
117,Sébastien Loeb,Copec Rally Chile,/entryinfo/54463-copec-rally-chile-2019/2207914/,2019,3,Null
133,Sébastien Loeb,CORSICA Linea Tour de Corse,/entryinfo/54464-corsica-linea-tour-de-corse-2019/2121690/,2019,8,Null
147,Sébastien Loeb,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2084224/,2019,7,Null
166,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2019875/,2019,4,Null
181,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975192/,2018,1,Null
198,Sébastien Loeb,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736149/,2018,1,Null
210,Sébastien Loeb,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1712039/,2018,5,Null
232,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/18216-rallye-automobile-monte-carlo-2015/694541/,2015,8,Null
246,Sébastien Loeb,Rallye de France - Alsace,/entryinfo/6541-rallye-de-france-alsace-2013/397899/,2013,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
260,Sébastien Loeb,Philips LED Rally Argentina,/entryinfo/6535-philips-led-rally-argentina-2013/295714/,2013,1,Null
274,Sébastien Loeb,Rally Sweden,/entryinfo/6532-rally-sweden-2013/244677/,2013,2,Null
296,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/5887-rallye-automobile-monte-carlo-2013/234716/,2013,1,Null
312,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194308/,2012,1,Null
330,Sébastien Loeb,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188855/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Steering                            </div>"
332,Sébastien Loeb,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178365/,2012,1,Null
353,Sébastien Loeb,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173619/,2012,2,Null
372,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167078/,2012,1,Null
387,Sébastien Loeb,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161940/,2012,1,Null
405,Sébastien Loeb,Brother Rally New Zealand,/entryinfo/3493-brother-rally-new-zealand-2012/152972/,2012,1,Null
427,Sébastien Loeb,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150504/,2012,1,Null
449,Sébastien Loeb,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147697/,2012,1,Null
468,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145285/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
470,Sébastien Loeb,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143012/,2012,1,Null
492,Sébastien Loeb,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139837/,2012,6,Null
516,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139281/,2012,1,Null
534,Sébastien Loeb,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132810/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident on road section                            </div>"
552,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/2372-rallyracc-catalunya-costa-daurada-2011/130722/,2011,1,Null
570,Sébastien Loeb,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128195/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
572,Sébastien Loeb,Repco Rally Australia,/entryinfo/2370-repco-rally-australia-2011/125376/,2011,1,Null
598,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/2369-adac-rallye-deutschland-2011/123098/,2011,2,Null
617,Sébastien Loeb,Neste Oil Rally Finland,/entryinfo/2368-neste-oil-rally-finland-2011/119194/,2011,1,Null
639,Sébastien Loeb,Acropolis Rally,/entryinfo/2367-acropolis-rally-2011/115443/,2011,2,Null
657,Sébastien Loeb,Rally Argentina,/entryinfo/2366-rally-argentina-2011/113181/,2011,1,Null
676,Sébastien Loeb,Rally d'Italia Sardegna,/entryinfo/2365-rally-ditalia-sardegna-2011/110746/,2011,1,Null
694,Sébastien Loeb,Jordan Rally WRC,/entryinfo/2364-jordan-rally-wrc-2011/109258/,2011,3,Null
708,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/2326-vodafone-rally-de-portugal-2011/106534/,2011,2,Null
725,Sébastien Loeb,Rally Guanajuato Mexico,/entryinfo/2225-rally-guanajuato-mexico-2011/101514/,2011,1,Null
747,Sébastien Loeb,Rally Sweden,/entryinfo/2224-rally-sweden-2011/99867/,2011,6,Null
769,Sébastien Loeb,Wales Rally GB,/entryinfo/585-wales-rally-gb-2010/85069/,2010,1,Null
789,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/584-rallyracc-catalunya-costa-daurada-2010/82451/,2010,1,Null
805,Sébastien Loeb,Rallye de France - Alsace,/entryinfo/583-rallye-de-france-alsace-2010/81518/,2010,1,Null
824,Sébastien Loeb,Rally Japan,/entryinfo/582-rally-japan-2010/78444/,2010,5,Null
850,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/581-adac-rallye-deutschland-2010/76339/,2010,1,Null
869,Sébastien Loeb,Neste Oil Rally Finland,/entryinfo/580-neste-oil-rally-finland-2010/71756/,2010,3,Null
888,Sébastien Loeb,Rally Bulgaria,/entryinfo/579-rally-bulgaria-2010/64351/,2010,1,Null
901,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/578-vodafone-rally-de-portugal-2010/60044/,2010,2,Null
919,Sébastien Loeb,Rally  New Zealand,/entryinfo/577-rally-new-zealand-2010/58643/,2010,3,Null
940,Sébastien Loeb,Rally of Turkey,/entryinfo/576-rally-of-turkey-2010/56542/,2010,1,Null
961,Sébastien Loeb,Jordan Rally WRC,/entryinfo/575-jordan-rally-wrc-2010/54733/,2010,1,Null
982,Sébastien Loeb,Rally Mexico,/entryinfo/574-rally-mexico-2010/51143/,2010,1,Null
1003,Sébastien Loeb,Rally Sweden,/entryinfo/573-rally-sweden-2010/47918/,2010,2,Null
1024,Sébastien Loeb,Rally of Great Britain,/entryinfo/399-rally-of-great-britain-2009/37667/,2009,1,Null
1040,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/398-rallyracc-catalunya-costa-daurada-2009/37228/,2009,1,Null
1058,Sébastien Loeb,Repco Rally Australia,/entryinfo/397-repco-rally-australia-2009/36332/,2009,2,Null
1091,Sébastien Loeb,Neste Oil Rally Finland,/entryinfo/396-neste-oil-rally-finland-2009/35392/,2009,2,Null
1114,Sébastien Loeb,Orlen Platinum Rally Poland - Rajd Polski,/entryinfo/395-orlen-platinum-rally-poland-rajd-polski-2009/33716/,2009,7,Null
1132,Sébastien Loeb,Acropolis Rally of Greece,/entryinfo/394-acropolis-rally-of-greece-2009/32826/,2009,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
1137,Sébastien Loeb,Rally d'Italia Sardegna,/entryinfo/393-rally-ditalia-sardegna-2009/32496/,2009,4,Null
1154,Sébastien Loeb,Rally Argentina,/entryinfo/392-rally-argentina-2009/32174/,2009,1,Null
1177,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/391-vodafone-rally-de-portugal-2009/30950/,2009,1,Null
1195,Sébastien Loeb,FxPro Cyprus Rally,/entryinfo/390-fxpro-cyprus-rally-2009/29575/,2009,1,Null
1209,Sébastien Loeb,Rally Norway,/entryinfo/389-rally-norway-2009/28854/,2009,1,Null
1232,Sébastien Loeb,Rally Ireland,/entryinfo/388-rally-ireland-2009/28100/,2009,1,Null
1249,Sébastien Loeb,Wales Rally GB,/entryinfo/163-wales-rally-gb-2008/21692/,2008,1,Null
1266,Sébastien Loeb,Pioneer Carrozzeria Rally Japan,/entryinfo/162-pioneer-carrozzeria-rally-japan-2008/21384/,2008,3,Null
1292,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/161-tour-de-corse-rallye-de-france-2008/21190/,2008,1,Null
1308,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/160-rallyracc-catalunya-costa-daurada-2008/19482/,2008,1,Null
1326,Sébastien Loeb,Repco Rally New Zealand,/entryinfo/159-repco-rally-new-zealand-2008/18526/,2008,1,Null
1344,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/158-adac-rallye-deutschland-2008/17474/,2008,1,Null
1363,Sébastien Loeb,Neste Oil Rally Finland,/entryinfo/157-neste-oil-rally-finland-2008/17366/,2008,1,Null
1387,Sébastien Loeb,Rally of Turkey,/entryinfo/156-rally-of-turkey-2008/16438/,2008,3,Null
1406,Sébastien Loeb,BP Ultimate Acropolis Rally of Greece,/entryinfo/155-bp-ultimate-acropolis-rally-of-greece-2008/15650/,2008,1,Null
1426,Sébastien Loeb,Rally d'Italia Sardegna,/entryinfo/154-rally-ditalia-sardegna-2008/14604/,2008,1,Null
1443,Sébastien Loeb,Jordan Rally,/entryinfo/153-jordan-rally-2008/12461/,2008,1,Null
1465,Sébastien Loeb,Rally Argentina,/entryinfo/152-rally-argentina-2008/12019/,2008,1,Null
1486,Sébastien Loeb,Corona Rally Mexico,/entryinfo/151-corona-rally-mexico-2008/11385/,2008,1,Null
1505,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/150-uddeholm-swedish-rally-2008/11225/,2008,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
1515,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/149-rallye-automobile-monte-carlo-2008/10987/,2008,1,Null
1534,Sébastien Loeb,Wales Rally GB,/entryinfo/32-wales-rally-gb-2007/9808/,2007,3,Null
1551,Sébastien Loeb,Rally Ireland,/entryinfo/31-rally-ireland-2007/9692/,2007,1,Null
1571,Sébastien Loeb,Rally Japan,/entryinfo/30-rally-japan-2007/8929/,2007,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
1597,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/29-tour-de-corse-rallye-de-france-2007/8399/,2007,1,Null
1612,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/28-rallyracc-catalunya-costa-daurada-2007/8089/,2007,1,Null
1630,Sébastien Loeb,Rally New Zealand,/entryinfo/27-rally-new-zealand-2007/7938/,2007,2,Null
1648,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/26-adac-rallye-deutschland-2007/7637/,2007,1,Null
1667,Sébastien Loeb,Neste Oil Rally Finland,/entryinfo/25-neste-oil-rally-finland-2007/7743/,2007,3,Null
1690,Sébastien Loeb,BP Ultimate Acropolis Rally of Greece,/entryinfo/24-bp-ultimate-acropolis-rally-of-greece-2007/6646/,2007,2,Null
1711,Sébastien Loeb,Rally d'Italia Sardegna,/entryinfo/23-rally-ditalia-sardegna-2007/5343/,2007,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>"
1723,Sébastien Loeb,Rally Argentina,/entryinfo/22-rally-argentina-2007/4321/,2007,1,Null
1739,Sébastien Loeb,Vodafone Rally de Portugal,/entryinfo/21-vodafone-rally-de-portugal-2007/3666/,2007,1,Null
1757,Sébastien Loeb,Corona Rally Mexico,/entryinfo/20-corona-rally-mexico-2007/3368/,2007,1,Null
1777,Sébastien Loeb,Rally Norway,/entryinfo/19-rally-norway-2007/2671/,2007,1,Null
1795,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/18-uddeholm-swedish-rally-2007/1945/,2007,2,Null
1815,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/17-rallye-automobile-monte-carlo-2007/1683/,2007,1,Null
1830,Sébastien Loeb,Cyprus Rally,/entryinfo/12-cyprus-rally-2006/457/,2006,1,Null
1851,Sébastien Loeb,Rally Japan,/entryinfo/11-rally-japan-2006/879/,2006,1,Null
1878,Sébastien Loeb,Neste Rally Finland,/entryinfo/10-neste-rally-finland-2006/547/,2006,2,Null
1899,Sébastien Loeb,OMV ADAC Rallye Deutschland,/entryinfo/9-omv-adac-rallye-deutschland-2006/654/,2006,1,Null
1918,Sébastien Loeb,BP Ultimate Acropolis Rally of Greece,/entryinfo/8-bp-ultimate-acropolis-rally-of-greece-2006/1599/,2006,2,Null
1936,Sébastien Loeb,Rally d'Italia Sardegna,/entryinfo/7-rally-ditalia-sardegna-2006/686/,2006,1,Null
1954,Sébastien Loeb,Rally Argentina,/entryinfo/6-rally-argentina-2006/967/,2006,1,Null
1976,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/5-tour-de-corse-rallye-de-france-2006/367/,2006,1,Null
1988,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/4-rallyracc-catalunya-costa-daurada-2006/318/,2006,1,Null
2004,Sébastien Loeb,Corona Rally Mexico,/entryinfo/3-corona-rally-mexico-2006/292/,2006,1,Null
2021,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/2-uddeholm-swedish-rally-2006/224/,2006,2,Null
2040,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/1-rallye-automobile-monte-carlo-2006/169/,2006,2,Null
2056,Sébastien Loeb,Telstra Rally Australia,/entryinfo/48-telstra-rally-australia-2005/1405/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2064,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/47-rallyracc-catalunya-costa-daurada-2005/1539/,2005,1,Null
2079,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/46-tour-de-corse-rallye-de-france-2005/1482/,2005,1,Null
2091,Sébastien Loeb,Rally Japan,/entryinfo/45-rally-japan-2005/2822/,2005,2,Null
2117,Sébastien Loeb,Wales Rally GB,/entryinfo/44-wales-rally-gb-2005/2534/,2005,3,Null
2132,Sébastien Loeb,OMV ADAC Rallye Deutschland,/entryinfo/43-omv-adac-rallye-deutschland-2005/1803/,2005,1,Null
2151,Sébastien Loeb,Neste Rally Finland,/entryinfo/42-neste-rally-finland-2005/1726/,2005,2,Null
2172,Sébastien Loeb,Rally Argentina,/entryinfo/41-rally-argentina-2005/1871/,2005,1,Null
2194,Sébastien Loeb,Acropolis Rally of Greece,/entryinfo/40-acropolis-rally-of-greece-2005/2009/,2005,1,Null
2213,Sébastien Loeb,Rally of Turkey,/entryinfo/39-rally-of-turkey-2005/2387/,2005,1,Null
2230,Sébastien Loeb,Cyprus Rally,/entryinfo/38-cyprus-rally-2005/1368/,2005,1,Null
2248,Sébastien Loeb,Supermag Rally Italia Sardinia,/entryinfo/37-supermag-rally-italia-sardinia-2005/1299/,2005,1,Null
2265,Sébastien Loeb,Propecia Rally New Zealand,/entryinfo/36-propecia-rally-new-zealand-2005/1230/,2005,1,Null
2285,Sébastien Loeb,Corona Rally Mexico,/entryinfo/35-corona-rally-mexico-2005/1186/,2005,4,Null
2299,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/34-uddeholm-swedish-rally-2005/1085/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
2317,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/33-rallye-automobile-monte-carlo-2005/1078/,2005,1,Null
2332,Sébastien Loeb,Telstra Rally Australia,/entryinfo/64-telstra-rally-australia-2004/2323/,2004,1,Null
2357,Sébastien Loeb,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/63-rally-catalunya-costa-brava-rally-de-espana-2004/2202/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil sump                            </div>"
2364,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/62-tour-de-corse-rallye-de-france-2004/2103/,2004,2,Null
2376,Sébastien Loeb,Supermag Rally Italia Sardinia,/entryinfo/61-supermag-rally-italia-sardinia-2004/2255/,2004,2,Null
2395,Sébastien Loeb,Wales Rally GB,/entryinfo/60-wales-rally-gb-2004/3082/,2004,2,Null
2414,Sébastien Loeb,Rally Japan,/entryinfo/59-rally-japan-2004/3397/,2004,2,Null
2441,Sébastien Loeb,OMV ADAC Rallye Deutschland,/entryinfo/58-omv-adac-rallye-deutschland-2004/2755/,2004,1,Null
2465,Sébastien Loeb,Neste Rally Finland,/entryinfo/57-neste-rally-finland-2004/2908/,2004,4,Null
2487,Sébastien Loeb,CTI Movil Rally Argentina,/entryinfo/56-cti-movil-rally-argentina-2004/3169/,2004,2,Null
2513,Sébastien Loeb,Rally of Turkey,/entryinfo/55-rally-of-turkey-2004/3250/,2004,1,Null
2530,Sébastien Loeb,Acropolis Rally of Greece,/entryinfo/54-acropolis-rally-of-greece-2004/3177/,2004,2,Null
2552,Sébastien Loeb,Cyprus Rally,/entryinfo/53-cyprus-rally-2004/3042/,2004,1,Null
2570,Sébastien Loeb,Propecia Rally New Zealand,/entryinfo/52-propecia-rally-new-zealand-2004/2984/,2004,4,Null
2593,Sébastien Loeb,Corona Rally Mexico,/entryinfo/51-corona-rally-mexico-2004/2616/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil sump                            </div>"
2599,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/50-uddeholm-swedish-rally-2004/2466/,2004,1,Null
2618,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/49-rallye-automobile-monte-carlo-2004/2156/,2004,1,Null
2631,Sébastien Loeb,Wales Rally GB,/entryinfo/78-wales-rally-gb-2003/4056/,2003,2,Null
2649,Sébastien Loeb,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/77-rally-catalunya-costa-brava-rally-de-espana-2003/4009/,2003,2,Null
2671,Sébastien Loeb,Tour de Corse - Rallye de France,/entryinfo/76-tour-de-corse-rallye-de-france-2003/3946/,2003,1,Null
2687,Sébastien Loeb,Rallye Sanremo - Rallye d'Italia,/entryinfo/75-rallye-sanremo-rallye-ditalia-2003/3892/,2003,1,Null
2701,Sébastien Loeb,Telstra Rally Australia,/entryinfo/74-telstra-rally-australia-2003/4285/,2003,2,Null
2725,Sébastien Loeb,Neste Rally Finland,/entryinfo/73-neste-rally-finland-2003/4215/,2003,5,Null
2748,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/72-adac-rallye-deutschland-2003/4136/,2003,1,Null
2770,Sébastien Loeb,Cyprus Rally,/entryinfo/71-cyprus-rally-2003/3839/,2003,3,Null
2788,Sébastien Loeb,YPF Rally Argentina,/entryinfo/69-ypf-rally-argentina-2003/4347/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2806,Sébastien Loeb,Propecia Rally New Zealand,/entryinfo/68-propecia-rally-new-zealand-2003/4508/,2003,4,Null
2828,Sébastien Loeb,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3768/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                No fuel                            </div>"
2831,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3574/,2003,7,Null
2847,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3468/,2003,1,Null
2860,Sébastien Loeb,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4788/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>"
2874,Sébastien Loeb,Telstra Rally Australia,/entryinfo/92-telstra-rally-australia-2002/5004/,2002,7,Null
2898,Sébastien Loeb,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5527/,2002,1,Null
2920,Sébastien Loeb,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5444/,2002,1,Null
2942,Sébastien Loeb,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5309/,2002,5,Null
2953,Sébastien Loeb,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5221/,2002,7,Null
2968,Sébastien Loeb,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4916/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>"
2979,Sébastien Loeb,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4674/,2002,1,Null
2994,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4618/,2002,2,Null
3008,Sébastien Loeb,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6563/,2001,2,Null
3028,Sébastien Loeb,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5824/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
3036,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5744/,2001,1,Null
3050,Sébastien Loeb,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/9081/,2000,3,Null
3067,Sébastien Loeb,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7292/,2000,1,Null
3083,Sébastien Loeb,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7586/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
3092,Sébastien Loeb,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/126-rallye-catalunya-costa-brava-rallye-de-espana-1999/10578/,1999,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
0,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560663/,2023,1,Null
18,Sébastien Ogier,FORUM8 Rally Japan,/entryinfo/73369-forum8-rally-japan-2022/3507849/,2022,4,Null
34,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483884/,2022,1,Null
53,Sébastien Ogier,Repco Rally New Zealand,/entryinfo/73367-repco-rally-new-zealand-2022/3475616/,2022,2,Null
70,Sébastien Ogier,Safari Rally Kenya,/entryinfo/73362-safari-rally-kenya-2022/3373953/,2022,4,Null
89,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/73360-vodafone-rally-de-portugal-2022/3344638/,2022,5,Null
110,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/72281-rallye-automobile-monte-carlo-2022/3152120/,2022,2,Null
127,Sébastien Ogier,FORUM8 ACI Rally Monza,/entryinfo/72918-forum8-aci-rally-monza-2021/3157523/,2021,1,Null
143,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/68118-rallyracc-catalunya-costa-daurada-2021/3126183/,2021,4,Null
160,Sébastien Ogier,Secto Rally Finland,/entryinfo/68115-secto-rally-finland-2021/3118313/,2021,5,Null
179,Sébastien Ogier,EKO Acropolis Rally of Gods,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096437/,2021,3,Null
194,Sébastien Ogier,Renties Ypres Rally Belgium,/entryinfo/69179-renties-ypres-rally-belgium-2021/3082268/,2021,5,Null
213,Sébastien Ogier,Rally Estonia,/entryinfo/68114-rally-estonia-2021/3057988/,2021,4,Null
237,Sébastien Ogier,Safari Rally Kenya,/entryinfo/68113-safari-rally-kenya-2021/3033534/,2021,1,Null
255,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/68112-rally-italia-sardegna-2021/3016206/,2021,1,Null
275,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005272/,2021,3,Null
295,Sébastien Ogier,Croatia Rally,/entryinfo/67214-croatia-rally-2021/2945120/,2021,1,Null
315,Sébastien Ogier,Arctic Rally Finland Powered by CapitalBox,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918694/,2021,2,Null
325,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/41079-rallye-automobile-monte-carlo-2021/2872591/,2021,1,Null
339,Sébastien Ogier,ACI Rally Monza,/entryinfo/66881-aci-rally-monza-2020/2841161/,2020,1,Null
353,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/60433-rally-italia-sardegna-2020/2789318/,2020,3,Null
369,Sébastien Ogier,Rally Turkey Marmaris,/entryinfo/60436-rally-turkey-marmaris-2020/2777495/,2020,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
379,Sébastien Ogier,Rally Estonia,/entryinfo/61497-rally-estonia-2020/2751394/,2020,3,Null
396,Sébastien Ogier,Rally Guanajuato México,/entryinfo/60429-rally-guanajuato-mexico-2020/2519737/,2020,1,Null
416,Sébastien Ogier,Rally Sweden,/entryinfo/60140-rally-sweden-2020/2496931/,2020,4,Null
425,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465684/,2020,2,Null
441,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/54472-rallyracc-catalunya-costa-daurada-2019/2389993/,2019,8,Null
458,Sébastien Ogier,Wales Rally GB,/entryinfo/54471-wales-rally-gb-2019/2387746/,2019,3,Null
479,Sébastien Ogier,Rally Turkey Marmaris,/entryinfo/54470-rally-turkey-marmaris-2019/2363832/,2019,1,Null
496,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/54469-adac-rallye-deutschland-2019/2356372/,2019,7,Null
515,Sébastien Ogier,Neste Rally Finland,/entryinfo/54468-neste-rally-finland-2019/2303173/,2019,5,Null
538,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/54467-rally-italia-sardegna-2019/2284017/,2019,4,Null
557,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/54466-vodafone-rally-de-portugal-2019/2239681/,2019,3,Null
